customer_id,age,gender,country,avg_order_value,total_orders,last_purchase,is_fraudulent,preferred_category,email_open_rate,customer_since,loyalty_score,churn_risk
CUST_4374,65,Male,Australia,44.17,12,349,0,Home,12.5,2020-11-14,96,0.3
CUST_2252,47,Male,China,112.34,14,205,0,Beauty,70.4,2023-10-14,27,0.14
CUST_7996,57,Male,France,360.12,16,341,0,Sports,11.4,2023-05-14,41,0.43
CUST_5673,75,Male,Canada,81.9,9,320,0,Sports,33.8,2024-03-23,83,0.36
CUST_5530,28,Male,Australia,38.64,9,315,0,Beauty,68.4,2021-08-05,72,0.34
CUST_7881,38,Other,Japan,30.32,14,135,0,Fashion,56.0,2023-03-04,6,0.02
CUST_7949,38,Male,USA,47.63,10,74,0,Home,67.8,2022-12-20,83,0.54
CUST_7241,35,Male,UK,17.27,4,68,0,Sports,96.3,2023-08-22,87,0.21
CUST_9017,72,Male,India,259.28,14,300,0,Beauty,97.0,2024-02-26,66,0.39
CUST_7941,46,Female,Germany,384.14,6,48,0,Beauty,91.5,2024-05-11,61,0.31
CUST_8002,41,Female,Germany,,19,201,0,Electronics,,2023-03-23,67,0.43
CUST_2331,27,Male,France,145.48,15,61,0,Beauty,34.1,2023-07-09,66,0.21
CUST_5261,62,Male,China,141.39,12,166,0,Electronics,28.0,2024-01-29,77,0.31
CUST_8648,34,Male,UK,112.97,11,204,0,Electronics,57.6,2021-10-25,96,0.29
CUST_6115,35,Male,India,45.74,12,148,0,Sports,45.4,2024-11-07,43,0.17
CUST_5637,59,Male,Germany,112.57,11,120,0,Fashion,99.5,2020-10-03,25,0.51
CUST_5854,65,Male,Germany,112.4,8,308,0,Fashion,53.6,2024-02-08,62,0.65
CUST_4177,37,Male,Canada,65.72,13,96,0,Beauty,32.9,2021-01-13,13,0.12
CUST_8730,54,Female,Australia,138.21,10,52,0,Home,63.6,2023-06-06,94,0.34
CUST_3180,62,Male,Brazil,66.95,9,8,0,Home,4.4,2025-06-15,83,0.22
CUST_5892,35,Other,UK,173.33,6,330,0,Electronics,11.1,2021-09-20,24,0.23
CUST_8043,34,Other,Brazil,114.6,10,250,0,Beauty,66.4,2022-03-23,97,0.29
CUST_1137,26,Female,USA,138.83,11,359,0,Beauty,12.3,2022-06-05,59,0.12
CUST_7327,31,Male,China,68.98,12,348,0,Fashion,75.5,2021-10-12,77,0.55
CUST_4472,66,Male,Australia,188.68,9,123,0,Home,6.2,2022-10-19,95,0.07
CUST_6449,46,Male,USA,65.7,11,121,1,Sports,59.4,2021-04-26,38,0.44
CUST_3832,48,Female,Japan,132.26,8,198,0,Beauty,67.8,2021-12-16,8,0.26
CUST_4579,21,Female,India,49.71,11,316,0,Beauty,78.0,2024-04-26,58,0.77
CUST_6971,35,Female,Brazil,158.21,12,94,0,Fashion,88.6,2021-01-03,30,0.18
CUST_5164,76,Other,France,48.53,9,29,0,Sports,31.2,2021-07-20,19,0.08
CUST_8941,37,Male,Japan,279.57,10,91,0,Sports,71.9,2024-01-16,96,0.25
CUST_6569,73,Female,UK,188.31,7,83,0,Sports,8.1,2023-05-08,30,0.45
CUST_5300,73,Male,India,70.96,9,14,0,Sports,83.0,2022-07-28,55,0.16
CUST_7269,64,Male,Germany,93.07,15,142,0,Home,89.0,2020-08-31,46,0.24
CUST_4818,60,Male,Brazil,53.73,9,308,0,Electronics,74.9,2021-11-13,38,0.45
CUST_2906,61,Male,Australia,55.52,10,208,0,Sports,28.1,2025-02-09,17,0.14
CUST_7254,26,Female,Australia,96.77,10,22,0,Electronics,6.2,2023-04-29,98,0.07
CUST_1760,30,Male,Japan,91.39,13,325,0,Electronics,42.2,2023-08-03,80,0.57
CUST_8830,32,Female,Japan,165.52,11,364,0,Fashion,27.1,2022-04-01,59,0.37
CUST_8350,44,Female,China,42.12,8,143,0,Sports,53.0,2023-11-25,37,0.28
CUST_7238,32,Female,Germany,36.01,12,86,0,Home,39.4,2022-01-14,55,0.37
CUST_7090,45,Male,Canada,80.65,9,192,0,Fashion,13.6,2024-02-06,6,0.21
CUST_7031,54,Female,Brazil,101.74,9,172,0,Fashion,83.7,2024-08-27,66,0.34
CUST_8687,72,Female,USA,18.31,10,262,0,Electronics,86.5,2022-08-05,69,0.17
CUST_9472,36,Male,UK,72.62,8,294,0,Beauty,81.3,2024-11-04,42,0.19
CUST_2887,43,Male,Brazil,123.98,14,359,1,Home,21.0,2023-09-20,83,0.44
CUST_4266,69,Female,Brazil,,10,49,0,Sports,42.8,2021-01-23,65,0.51
CUST_1666,43,Female,Germany,33.44,8,47,0,Sports,17.1,2024-07-23,89,0.48
CUST_5188,42,Female,Brazil,174.22,10,48,0,Home,66.5,2022-08-01,80,0.42
CUST_1671,43,Female,China,45.41,11,167,0,Sports,80.5,2021-08-08,94,0.22
CUST_7777,43,Female,Brazil,108.13,11,166,0,Beauty,58.2,2020-10-18,94,0.24
CUST_8570,63,Male,France,95.44,4,81,0,Beauty,54.6,2024-10-13,10,0.18
CUST_8956,45,Male,France,77.35,5,62,0,Sports,71.5,2022-04-22,40,0.48
CUST_6124,66,Male,India,113.78,7,227,0,Fashion,11.4,2022-10-05,52,0.61
CUST_6585,35,Female,UK,152.93,6,213,0,Sports,24.8,2022-05-12,24,0.24
CUST_5777,49,Female,France,187.1,8,129,0,Sports,31.4,2025-02-04,59,0.11
CUST_4900,70,Male,UK,161.47,9,153,0,Home,53.3,2021-12-23,21,0.38
CUST_7677,20,Female,Australia,,5,241,0,Beauty,97.6,2023-08-13,52,0.29
CUST_7981,19,Male,China,74.58,12,95,0,Fashion,86.3,2022-03-25,79,0.21
CUST_7376,50,Male,Germany,122.71,12,231,0,Home,24.7,2024-10-19,5,0.25
CUST_1523,59,Male,Germany,25.49,6,237,0,Home,23.3,2022-10-30,36,0.6
CUST_3393,36,Male,France,82.39,6,17,0,Fashion,43.6,2024-07-03,22,0.14
CUST_3593,34,Male,China,99.45,8,343,0,Fashion,97.5,2021-05-15,8,0.64
CUST_8240,61,Male,Australia,288.36,10,323,0,Home,15.2,2021-03-24,95,0.52
CUST_7937,50,Male,USA,106.51,6,245,0,Sports,95.7,2020-11-07,52,0.25
CUST_7190,29,Male,China,109.63,16,59,0,Fashion,19.0,2024-06-30,1,0.06
CUST_6240,66,Female,India,102.33,13,129,0,Electronics,88.6,2023-05-17,84,0.47
CUST_7493,73,Male,Germany,121.38,10,349,0,Fashion,83.0,2023-12-22,28,0.75
CUST_3878,20,Other,India,36.53,14,48,0,Home,88.2,2024-09-25,31,0.44
CUST_5143,60,Male,Germany,97.0,8,165,0,Electronics,89.2,2025-01-11,53,0.34
CUST_4644,66,Male,Australia,45.94,10,167,0,Home,21.8,2021-01-25,24,0.27
CUST_5432,72,Male,Brazil,68.5,10,252,0,Beauty,77.9,2022-11-20,45,0.29
CUST_2276,43,Male,Canada,63.0,12,335,0,Beauty,68.2,2024-01-22,7,0.02
CUST_6811,52,Female,China,62.77,10,308,0,Sports,,2022-01-15,2,0.38
CUST_1302,25,Male,China,86.51,15,63,0,Fashion,49.0,2021-01-22,73,0.22
CUST_1638,69,Other,Brazil,201.7,13,32,0,Home,41.3,2020-07-10,63,0.46
CUST_1055,53,Female,USA,122.8,13,57,0,Electronics,72.6,2020-12-28,83,0.37
CUST_9717,70,Female,Germany,113.93,11,305,0,Fashion,27.0,2022-07-13,41,0.4
CUST_9150,71,Female,USA,116.57,13,63,0,Sports,82.0,2022-07-26,89,0.1
CUST_3125,24,Female,China,69.55,10,124,0,Home,28.6,2024-10-01,23,0.3
CUST_1364,63,Male,France,106.16,9,60,0,Home,4.3,2023-07-11,50,0.27
CUST_7809,63,Female,France,17.67,8,248,0,Beauty,55.1,2020-12-03,74,0.16
CUST_5621,53,Male,Japan,72.33,8,137,0,Sports,83.6,2022-11-07,87,0.14
CUST_6126,33,Male,UK,73.3,11,65,0,Home,69.0,2022-06-12,33,0.31
CUST_6122,41,Female,France,62.25,16,178,0,Beauty,98.9,2022-08-22,43,0.19
CUST_2646,78,Female,France,226.05,6,285,0,Beauty,14.1,2021-02-14,83,0.32
CUST_1918,71,Female,Germany,,12,280,0,Electronics,34.5,2025-03-19,55,0.35
CUST_3797,79,Male,Japan,260.85,16,170,0,Sports,38.0,2023-05-23,51,0.32
CUST_7506,18,Female,Germany,145.13,13,242,0,Sports,5.8,2023-06-06,98,0.35
CUST_6870,66,Male,China,175.06,8,119,0,Home,4.3,2021-01-08,37,0.2
CUST_2531,42,Male,India,170.16,9,343,0,Electronics,2.9,2022-02-20,63,0.18
CUST_9172,27,Male,USA,171.3,16,191,0,Fashion,40.9,2021-05-01,67,0.14
CUST_4345,71,Male,China,40.94,11,186,0,Home,84.5,2022-03-13,45,0.5
CUST_8673,33,Male,India,41.56,11,226,0,Beauty,,2021-03-30,71,0.16
CUST_7949,33,Female,Australia,222.16,10,265,0,Fashion,44.7,2024-08-03,49,0.2
CUST_7882,75,Female,Australia,30.75,11,191,0,Fashion,26.4,2024-10-17,1,0.14
CUST_2906,25,Male,Germany,149.72,8,239,0,Home,1.6,2022-09-08,54,0.4
CUST_4086,46,Female,Canada,132.37,10,93,1,Electronics,17.5,2025-06-08,36,0.24
CUST_9152,56,Female,Canada,90.69,8,125,0,Sports,38.7,2024-01-23,65,0.18
CUST_6750,45,Female,India,235.18,13,98,0,Electronics,37.0,2021-08-05,41,0.13
CUST_9905,23,Female,France,81.11,12,343,0,Home,25.9,2021-11-15,94,0.4
CUST_2062,33,Male,Germany,117.52,14,242,0,Sports,99.7,2024-07-29,50,0.22
CUST_2976,37,Female,India,33.13,16,19,0,Fashion,44.7,2023-08-27,96,0.11
CUST_2296,33,Female,Germany,136.25,10,116,0,Beauty,26.8,2022-05-13,49,0.33
CUST_7229,24,Male,India,131.11,8,358,0,Electronics,40.7,2023-01-24,83,0.32
CUST_8641,58,Male,Australia,27.88,8,98,0,Sports,27.9,2022-04-28,47,0.21
CUST_1125,31,Female,Japan,212.53,12,329,0,Electronics,35.2,2023-03-21,10,0.35
CUST_5632,60,Male,Germany,134.44,7,154,0,Sports,12.6,2023-03-04,44,0.31
CUST_7288,43,Other,Japan,156.2,15,306,0,Beauty,0.1,2022-12-08,44,0.15
CUST_4596,43,Male,Australia,88.93,9,184,0,Home,49.2,2024-11-29,97,0.28
CUST_7168,31,Female,Canada,28.4,14,334,0,Home,48.9,2023-08-13,4,0.6
CUST_8561,24,Male,Brazil,70.87,11,2,0,Sports,15.7,2023-12-15,64,0.35
CUST_9258,50,Female,USA,71.35,14,156,0,Sports,83.3,2022-06-27,20,0.2
CUST_1232,43,Female,China,,13,174,0,Home,19.2,2023-11-02,54,0.14
CUST_7371,74,Male,USA,26.3,12,335,0,Fashion,77.0,2023-09-10,79,0.31
CUST_5206,62,Female,USA,91.76,3,68,0,Fashion,19.0,2023-02-17,41,0.2
CUST_8943,37,Male,China,41.82,9,20,0,Fashion,28.1,2020-12-18,30,0.29
CUST_7891,20,Male,Australia,,10,297,0,Beauty,27.0,2025-01-26,71,0.43
CUST_7738,69,Male,Australia,83.61,15,117,0,Sports,23.0,2022-09-03,41,0.12
CUST_3472,21,Female,Canada,88.82,15,276,0,Electronics,95.3,2023-08-20,82,0.05
CUST_3739,78,Male,Brazil,119.43,6,129,0,Electronics,26.3,2022-06-19,94,0.25
CUST_6401,43,Male,UK,305.02,13,205,0,Sports,48.5,2023-12-26,8,0.15
CUST_2761,28,Male,USA,57.05,6,196,0,Home,73.5,2020-08-06,85,0.19
CUST_1876,19,Female,France,317.59,16,134,0,Sports,31.9,2024-05-11,71,0.46
CUST_4812,31,Female,USA,105.3,5,202,0,Fashion,1.2,2025-05-29,69,0.2
CUST_2460,61,Male,UK,63.83,13,34,0,Fashion,76.2,2023-12-29,32,0.22
CUST_2733,47,Male,Germany,128.0,15,29,0,Electronics,28.4,2025-06-10,80,0.3
CUST_2605,66,Other,Canada,32.78,4,310,0,Sports,87.3,2023-02-01,40,0.17
CUST_6622,29,Male,Japan,29.76,11,256,0,Electronics,49.1,2024-05-26,62,0.2
CUST_7767,43,Female,Japan,32.45,10,181,0,Home,62.4,2020-10-21,90,0.15
CUST_7986,61,Female,UK,,6,207,0,Beauty,95.1,2020-11-24,27,0.16
CUST_4517,50,Female,USA,108.46,11,128,0,Beauty,87.0,2023-05-05,39,0.18
CUST_4735,30,Male,Japan,31.07,8,62,0,Home,79.3,2024-05-22,92,0.25
CUST_9434,31,Female,UK,242.13,13,341,0,Fashion,53.1,2023-09-30,33,0.5
CUST_3590,41,Female,China,,11,76,0,Fashion,16.9,2020-12-02,66,0.29
CUST_2063,79,Female,Australia,82.36,12,14,0,Fashion,84.1,2023-02-23,79,0.33
CUST_5324,51,Male,India,28.21,6,324,0,Electronics,9.4,2021-06-29,71,0.16
CUST_6342,61,Male,Australia,109.55,8,58,0,Electronics,88.7,2023-03-20,84,0.47
CUST_1005,43,Male,USA,27.5,10,150,0,Beauty,76.6,2023-10-12,13,0.14
CUST_8489,38,Female,UK,120.36,13,107,1,Fashion,80.3,2024-09-04,96,0.66
CUST_9659,45,Female,Germany,145.23,13,106,0,Fashion,37.7,2025-03-29,29,0.45
CUST_9195,65,Male,Japan,117.29,7,138,0,Home,8.5,2022-11-17,68,0.27
CUST_6966,53,Female,Japan,258.77,11,279,0,Beauty,72.7,2021-03-09,83,0.47
CUST_9837,57,Male,Japan,47.69,15,71,0,Electronics,97.8,2024-08-30,10,0.5
CUST_1117,19,Female,UK,70.48,8,110,0,Beauty,85.8,2023-05-12,76,0.14
CUST_3551,59,Other,Australia,91.06,15,225,1,Fashion,84.1,2020-10-06,58,0.2
CUST_6560,26,Male,Germany,150.48,12,105,0,Fashion,63.2,2024-06-07,86,0.42
CUST_5289,40,Male,UK,144.17,7,158,0,Electronics,11.6,2020-10-07,27,0.33
CUST_1846,32,Male,USA,66.35,9,149,0,Electronics,86.3,2023-01-31,99,0.24
CUST_7316,30,Female,Canada,45.51,12,13,0,Beauty,22.2,2024-01-22,58,0.21
CUST_7469,40,Female,USA,59.94,13,4,0,Sports,26.4,2023-12-10,81,0.28
CUST_9915,34,Other,India,77.7,12,126,0,Fashion,75.6,2025-01-17,70,0.66
CUST_1224,79,Male,Canada,146.7,11,272,0,Fashion,71.7,2022-10-18,45,0.24
CUST_5208,65,Other,USA,96.54,13,337,0,Sports,7.3,2024-02-02,50,0.07
CUST_7283,77,Male,Germany,247.26,11,210,0,Beauty,25.2,2025-05-03,48,0.04
CUST_3048,19,Female,Brazil,34.54,17,326,0,Home,,2023-02-16,43,0.17
CUST_7233,37,Male,Brazil,231.52,7,345,0,Home,95.0,2022-10-23,14,0.42
CUST_2828,37,Female,Brazil,155.68,10,216,0,Fashion,26.6,2023-01-30,97,0.36
CUST_2917,76,Female,India,42.68,6,78,0,Home,76.1,2024-05-16,44,0.51
CUST_5234,63,Female,India,82.84,9,92,0,Beauty,50.6,2022-03-13,28,0.75
CUST_7988,20,Female,Brazil,118.93,8,237,0,Home,38.0,2024-04-26,61,0.26
CUST_3026,72,Male,China,170.4,9,233,0,Electronics,,2021-08-22,38,0.23
CUST_4744,29,Male,Japan,,13,176,0,Beauty,,2024-02-01,71,0.48
CUST_1009,57,Female,Canada,54.13,11,254,0,Sports,,2024-02-27,75,0.44
CUST_1260,19,Male,Canada,162.11,12,320,0,Fashion,59.2,2024-01-03,33,0.35
CUST_7038,53,Male,Japan,63.81,11,131,0,Beauty,64.4,2025-05-23,67,0.26
CUST_3219,31,Female,Australia,,13,264,0,Home,51.7,2025-04-22,22,0.29
CUST_8041,33,Female,China,68.43,9,291,0,Beauty,53.3,2022-09-25,13,0.3
CUST_3060,36,Male,Brazil,,10,178,0,Sports,85.2,2021-12-14,93,0.64
CUST_6287,51,Male,Japan,104.54,10,343,0,Beauty,30.3,2023-06-25,6,0.38
CUST_2619,61,Male,UK,69.07,11,145,0,Sports,73.6,2021-07-23,64,0.38
CUST_9512,78,Male,Canada,65.59,12,142,0,Sports,26.9,2024-12-12,54,0.57
CUST_2342,63,Female,UK,113.72,11,19,0,Beauty,7.1,2022-05-19,43,0.42
CUST_3832,23,Other,Japan,109.28,11,57,0,Fashion,90.3,2023-03-27,55,0.31
CUST_3824,30,Female,Japan,71.98,11,295,0,Fashion,41.1,2022-09-09,28,0.32
CUST_2994,53,Male,USA,200.66,7,65,0,Home,68.3,2021-12-02,58,0.26
CUST_4490,39,Other,USA,121.71,10,344,0,Beauty,75.8,2022-04-06,15,0.36
CUST_8984,35,Female,Germany,42.82,14,12,0,Beauty,79.7,2022-06-08,24,0.04
CUST_2604,29,Male,Germany,194.11,4,61,0,Electronics,22.6,2022-08-06,90,0.11
CUST_1235,69,Other,India,48.49,6,45,0,Fashion,65.6,2021-04-27,62,0.29
CUST_2908,76,Female,India,55.24,11,92,0,Sports,76.0,2023-06-08,65,0.08
CUST_9567,71,Female,Brazil,51.09,17,222,0,Electronics,12.0,2023-02-16,26,0.32
CUST_4530,47,Female,USA,89.49,10,22,0,Beauty,14.1,2025-03-15,95,0.25
CUST_6256,70,Male,Brazil,73.62,9,356,0,Electronics,36.4,2024-08-29,61,0.12
CUST_3635,68,Male,Japan,57.34,16,66,0,Fashion,30.2,2021-07-23,87,0.39
CUST_9162,57,Female,Brazil,45.73,12,113,0,Beauty,,2023-11-04,96,0.3
CUST_3560,24,Male,Japan,223.33,8,205,0,Fashion,64.3,2024-05-06,1,0.26
CUST_6415,49,Male,Canada,188.33,6,65,0,Electronics,49.8,2022-07-01,82,0.14
CUST_4391,65,Female,USA,157.27,4,49,0,Home,10.6,2022-11-12,81,0.23
CUST_6951,36,Female,Germany,109.35,17,140,0,Sports,11.3,2024-04-05,46,0.62
CUST_6468,23,Female,Brazil,59.21,6,257,0,Sports,51.7,2021-01-16,92,0.18
CUST_9007,37,Female,USA,76.25,13,33,0,Home,88.3,2020-08-27,1,0.23
CUST_7413,44,Female,Canada,75.41,8,295,0,Home,77.5,2024-12-25,51,0.3
CUST_7941,70,Female,UK,,9,252,0,Home,88.2,2024-06-21,36,0.33
CUST_5820,60,Male,Germany,52.11,12,68,0,Fashion,56.5,2020-10-19,69,0.33
CUST_3898,54,Male,China,179.04,8,188,0,Beauty,22.1,2021-09-12,69,0.43
CUST_8546,65,Male,France,163.5,9,152,0,Home,3.2,2024-07-06,66,0.67
CUST_1077,24,Male,USA,56.1,16,202,0,Fashion,94.0,2021-01-30,75,0.22
CUST_8577,76,Male,Australia,60.9,5,76,0,Electronics,47.5,2022-07-14,99,0.07
CUST_5227,22,Male,USA,81.97,8,190,0,Electronics,85.9,2022-11-22,30,0.25
CUST_1600,28,Female,Japan,93.58,6,27,0,Home,73.3,2023-12-09,96,0.28
CUST_2065,32,Other,China,104.73,15,212,0,Electronics,83.2,2025-01-18,8,0.29
CUST_3136,20,Male,Australia,89.53,9,55,1,Home,21.1,2023-09-22,2,0.29
CUST_7943,75,Female,Brazil,85.0,15,111,0,Electronics,67.9,2022-11-05,25,0.48
CUST_8804,22,Female,Canada,,6,242,0,Electronics,72.3,2024-09-30,19,0.17
CUST_7565,40,Male,Australia,68.58,9,153,0,Beauty,55.3,2023-01-08,71,0.62
CUST_6984,70,Other,Brazil,95.49,9,154,0,Beauty,83.5,2024-03-13,14,0.39
CUST_6142,54,Female,Brazil,74.88,6,281,0,Electronics,98.8,2020-11-27,4,0.11
CUST_5670,26,Male,Brazil,140.96,9,270,0,Beauty,1.1,2023-06-01,46,0.31
CUST_3190,32,Female,Japan,129.59,9,49,0,Home,45.5,2022-10-21,33,0.36
CUST_3712,20,Male,Australia,106.93,13,67,0,Sports,75.4,2021-07-15,37,0.16
CUST_3192,46,Female,India,,7,131,0,Home,72.6,2020-11-17,30,0.34
CUST_2248,23,Male,Canada,231.97,14,157,0,Beauty,46.8,2025-06-15,84,0.3
CUST_5033,34,Female,UK,251.11,6,332,0,Fashion,84.2,2020-10-03,78,0.25
CUST_2997,43,Male,USA,26.13,9,264,0,Electronics,67.5,2020-11-11,27,0.24
CUST_4687,38,Female,Japan,91.77,14,169,0,Beauty,54.8,2020-08-18,13,0.34
CUST_5018,25,Male,Germany,191.46,14,269,0,Beauty,27.3,2020-12-17,71,0.13
CUST_2970,38,Female,UK,61.94,7,219,0,Beauty,36.7,2022-06-01,82,0.4
CUST_9389,74,Female,Canada,123.56,11,39,0,Home,98.9,2022-01-27,38,0.39
CUST_6765,28,Female,Japan,,12,288,0,Electronics,90.6,2024-09-19,52,0.29
CUST_2202,55,Female,UK,55.04,4,78,0,Sports,69.6,2022-01-24,73,0.42
CUST_9135,25,Female,USA,112.74,8,238,0,Beauty,85.9,2022-12-26,87,0.06
CUST_6567,59,Female,Brazil,31.17,7,59,0,Fashion,13.6,2023-08-03,95,0.3
CUST_8667,41,Female,China,,19,319,0,Electronics,26.8,2024-01-14,66,0.18
CUST_6742,78,Female,Brazil,59.97,11,317,0,Sports,88.5,2022-07-23,40,0.22
CUST_6788,52,Female,Canada,174.55,6,334,0,Fashion,47.1,2021-11-16,38,0.79
CUST_6408,72,Male,USA,165.72,9,236,0,Sports,59.1,2023-09-19,41,0.15
CUST_9669,31,Male,UK,55.36,10,75,0,Sports,,2021-01-13,5,0.35
CUST_1922,72,Male,France,257.42,12,305,0,Electronics,40.4,2020-10-21,64,0.26
CUST_1419,31,Female,China,70.88,5,38,0,Home,48.2,2021-02-23,56,0.23
CUST_3204,27,Male,Brazil,59.9,9,198,0,Fashion,11.2,2022-12-16,87,0.34
CUST_2120,29,Female,India,15.31,7,104,0,Beauty,99.1,2023-02-14,49,0.06
CUST_1950,55,Female,UK,,13,69,0,Sports,97.3,2021-06-13,59,0.15
CUST_3336,61,Male,Brazil,158.58,7,281,0,Fashion,29.7,2024-10-06,96,0.16
CUST_6373,72,Female,UK,83.4,10,57,0,Electronics,85.2,2021-10-29,39,0.32
CUST_3243,63,Male,China,201.33,10,328,1,Fashion,73.7,2024-09-11,80,0.02
CUST_3645,51,Male,Canada,67.58,9,178,0,Beauty,14.7,2024-10-22,55,0.26
CUST_5612,58,Female,Germany,90.67,12,307,0,Beauty,2.4,2022-05-26,75,0.48
CUST_2865,27,Male,Brazil,114.56,10,221,0,Electronics,1.4,2024-04-03,78,0.15
CUST_7028,75,Male,UK,88.25,9,143,1,Fashion,,2025-05-20,64,0.45
CUST_8326,34,Female,Germany,19.63,12,303,0,Home,62.7,2022-11-30,3,0.31
CUST_7371,34,Male,Germany,170.16,7,26,0,Home,49.2,2025-03-22,8,0.2
CUST_7359,20,Other,India,99.01,10,160,0,Sports,99.7,2021-06-10,79,0.16
CUST_8863,79,Other,Germany,253.22,12,150,0,Sports,28.7,2024-05-22,73,0.31
CUST_4228,48,Male,China,95.84,10,172,0,Fashion,72.6,2021-07-25,16,0.23
CUST_4719,68,Male,USA,217.32,12,210,0,Sports,38.7,2024-02-17,26,0.1
CUST_3371,18,Female,Germany,82.47,12,355,0,Beauty,9.8,2023-01-11,32,0.14
CUST_3891,29,Female,France,275.49,9,21,0,Electronics,87.7,2025-02-14,82,0.34
CUST_4756,56,Male,UK,184.01,9,297,0,Sports,40.0,2025-01-24,8,0.18
CUST_5225,21,Female,Germany,127.53,12,364,0,Home,91.7,2025-01-29,60,0.24
CUST_1094,59,Male,Australia,118.28,16,32,0,Beauty,93.7,2020-12-06,96,0.27
CUST_3674,30,Female,USA,205.99,14,108,0,Home,82.0,2020-09-28,74,0.22
CUST_7898,51,Male,Japan,71.5,10,46,0,Sports,2.8,2020-12-25,12,0.13
CUST_1793,59,Male,USA,28.58,11,95,0,Sports,96.6,2021-10-10,76,0.38
CUST_3116,38,Male,Canada,52.8,12,124,0,Beauty,12.4,2024-10-05,59,0.4
CUST_6779,39,Other,Japan,73.81,13,334,0,Home,93.1,2023-06-19,59,0.08
CUST_7166,74,Female,India,149.95,17,294,0,Electronics,60.7,2024-12-22,74,0.15
CUST_1814,21,Female,USA,334.42,8,301,0,Electronics,37.7,2022-02-15,34,0.47
CUST_1345,35,Male,Canada,163.57,9,327,0,Beauty,72.1,2021-03-31,30,0.5
CUST_9554,22,Male,USA,86.03,16,306,0,Sports,50.7,2024-09-26,44,0.38
CUST_3443,36,Male,Germany,57.42,11,24,0,Beauty,79.4,2023-12-08,95,0.1
CUST_8783,19,Female,Brazil,259.71,6,81,0,Home,51.4,2020-08-14,38,0.36
CUST_1984,29,Female,Brazil,99.12,8,57,1,Electronics,36.9,2023-10-20,25,0.09
CUST_8790,34,Female,Canada,79.42,11,25,0,Sports,36.1,2025-03-21,24,0.2
CUST_1827,27,Male,USA,87.29,12,296,1,Home,35.4,2021-10-17,97,0.34
CUST_4531,51,Other,Canada,119.31,6,43,0,Electronics,47.3,2021-08-17,61,0.32
CUST_8147,23,Male,India,86.38,12,84,0,Electronics,11.0,2024-03-22,9,0.25
CUST_5451,25,Other,Brazil,55.19,11,21,0,Fashion,66.2,2025-03-19,89,0.56
CUST_4876,78,Male,Australia,,7,225,0,Sports,34.1,2023-12-16,84,0.58
CUST_6959,68,Female,Japan,76.39,9,36,0,Beauty,56.2,2025-04-01,48,0.45
CUST_1126,28,Male,China,101.26,4,100,0,Fashion,52.7,2022-03-13,81,0.4
CUST_4177,74,Male,Germany,91.79,11,141,0,Electronics,85.7,2023-10-25,52,0.27
CUST_9795,29,Female,Australia,111.07,12,3,0,Sports,86.2,2025-06-25,70,0.24
CUST_7024,26,Male,Australia,35.37,8,23,0,Sports,98.9,2022-08-01,64,0.37
CUST_6109,19,Male,UK,35.98,10,190,0,Fashion,,2020-08-15,36,0.26
CUST_5146,25,Female,Australia,85.07,9,320,0,Home,3.4,2024-09-02,20,0.33
CUST_8196,75,Female,Japan,335.3,8,321,0,Home,42.5,2023-04-19,90,0.15
CUST_4368,28,Female,Japan,64.49,10,268,0,Beauty,89.7,2021-05-10,50,0.23
CUST_4797,77,Male,Germany,86.8,11,26,0,Sports,60.0,2022-10-16,12,0.36
CUST_2792,70,Female,Canada,,5,80,0,Fashion,37.4,2023-02-12,7,0.58
CUST_6732,53,Female,France,130.02,7,120,0,Electronics,77.2,2024-02-10,40,0.14
CUST_4476,27,Male,France,65.9,8,364,0,Home,71.2,2023-02-07,94,0.33
CUST_4417,38,Female,USA,36.6,13,68,0,Fashion,,2020-11-28,86,0.17
CUST_2645,37,Male,USA,61.25,4,312,0,Beauty,51.5,2022-05-03,42,0.29
CUST_4030,65,Male,China,59.47,6,71,0,Beauty,53.0,2023-08-26,93,0.15
CUST_3872,25,Male,Japan,145.34,4,245,0,Sports,55.6,2024-05-12,86,0.12
CUST_4072,53,Male,USA,46.56,11,245,0,Beauty,55.3,2023-01-06,88,0.18
CUST_2854,46,Female,UK,69.8,9,252,0,Beauty,20.6,2021-04-08,67,0.17
CUST_5021,59,Female,USA,80.98,14,363,0,Home,24.6,2023-11-28,50,0.77
CUST_5662,29,Other,India,50.87,11,72,0,Home,37.4,2024-06-28,41,0.38
CUST_7514,78,Female,India,44.48,16,273,0,Beauty,85.5,2021-08-22,24,0.47
CUST_6031,31,Male,UK,71.18,6,15,0,Sports,46.2,2023-05-25,90,0.36
CUST_3708,65,Female,Australia,81.19,5,178,0,Home,92.6,2023-12-16,69,0.29
CUST_8112,71,Female,India,86.56,10,351,0,Home,79.3,2024-11-01,13,0.15
CUST_9393,67,Male,France,33.74,8,39,0,Beauty,86.2,2020-07-24,86,0.23
CUST_4507,38,Female,France,78.54,5,38,0,Sports,13.4,2022-11-29,34,0.46
CUST_7456,39,Other,India,136.72,11,55,0,Beauty,14.9,2021-06-14,3,0.1
CUST_5212,38,Female,USA,151.49,10,232,0,Electronics,23.7,2020-10-15,96,0.09
CUST_8970,61,Other,China,78.34,9,53,0,Electronics,66.3,2020-10-08,88,0.36
